,precision,recall,f1-score,support
0,0.9150090415913201,0.9175264178077909,0.9162660006244147,15993.0
1,0.8986008610086101,0.8955715599141894,0.8970836531082118,13052.0
accuracy,0.907660526768807,0.907660526768807,0.907660526768807,0.907660526768807
macro avg,0.9068049512999652,0.9065489888609901,0.9066748268663132,29045.0
weighted avg,0.9076356701688539,0.907660526768807,0.9076459971890047,29045.0
