,precision,recall,f1-score,support
0,0.8599167822468793,0.852873131995248,0.8563804740229164,15993.0
1,0.8215125540468785,0.8297578915108795,0.8256146369353916,13052.0
accuracy,0.8424857978998106,0.8424857978998106,0.8424857978998106,0.8424857978998106
macro avg,0.8407146681468789,0.8413155117530637,0.840997555479154,29045.0
weighted avg,0.8426590102907281,0.8424857978998106,0.8425551785962897,29045.0
