,precision,recall,f1-score,support
0,0.9411443770033417,0.8628775089101481,0.9003131524008351,15993.0
1,0.8475177304964538,0.9338798651547655,0.8886053801851717,13052.0
accuracy,0.8947839559304528,0.8947839559304528,0.8947839559304528,0.8947839559304528
macro avg,0.8943310537498979,0.8983786870324568,0.8944592662930033,29045.0
weighted avg,0.8990712150061684,0.8947839559304528,0.8950520113108423,29045.0
