,precision,recall,f1-score,support
Benign,0.9999993162944801,0.9999972651835302,0.9999982907379534,1462621.0
DDoS attacks-LOIC-HTTP,0.9999652901311166,0.9999913223068779,0.999978306049575,115238.0
accuracy,0.9999968311490444,0.9999968311490444,0.9999968311490444,0.9999968311490444
macro avg,0.9999823032127984,0.999994293745204,0.9999882983937642,1577859.0
weighted avg,0.9999968312137386,0.9999968311490444,0.999996831168043,1577859.0
