,precision,recall,f1-score,support
Benign,0.9996224583355806,0.9997302982900912,0.9996763754045307,18539.0
DDoS attacks-LOIC-HTTP,0.9965729952021933,0.9952087611225188,0.9958904109589041,1461.0
accuracy,0.9994,0.9994,0.9994,0.9994
macro avg,0.998097726768887,0.997469529706305,0.9977833931817174,20000.0
weighted avg,0.9993996950536866,0.9994,0.9993998107017776,20000.0
